customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,PaperlessBilling,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,TotalCharges,Actual_Churn,Predicted_Churn,Churn_Probability,Risk_Segment
4667-OHGKG,1,0,0,0,-1.280248037,0,3,1,2,1,1,-1.512380613,-0.998848615,1,0,0.37566888,Medium Risk
7781-EWARA,1,0,1,1,1.531085291,1,2,0,0,0,2,-0.147860412,0.818579028,0,0,0.10951672,Low Risk
5730-DBDSI,1,0,0,0,1.368109446,2,0,0,2,1,1,-1.499084435,-0.45420269,0,0,0.005277585,Low Risk
9692-TUSXH,0,0,0,0,-0.587600695,0,2,1,1,2,0,1.038823416,-0.239388513,1,1,0.924114,High Risk
0519-DRGTI,0,0,1,1,-0.506112773,0,3,0,2,1,1,-1.477478147,-0.812093962,0,0,0.010703797,Low Risk
3551-GAEGL,1,0,1,1,0.064302685,1,0,0,0,2,0,-1.143411691,-0.593242919,0,0,0.13490774,Low Risk
5442-BHQNG,0,0,0,0,-1.239504076,0,2,0,1,0,0,0.184544021,-0.945928179,0,1,0.6533983,Medium Risk
5600-KTXFM,1,0,1,1,-1.239504076,0,3,0,1,0,0,0.171247844,-0.943876657,0,1,0.59020853,Medium Risk
4445-KWOKW,0,0,0,0,0.390254375,1,0,1,0,2,0,-0.154508501,0.061016032,0,0,0.027453091,Low Risk
2959-MJHIC,1,0,1,0,-1.158016153,0,2,1,1,0,0,0.516948455,-0.871742507,1,1,0.8189917,High Risk
4587-VVTOX,0,0,1,0,-1.076528231,0,2,1,1,0,0,1.346297517,-0.766828128,1,1,0.89430386,High Risk
7105-MXJLL,0,1,1,0,-0.261649005,1,3,0,0,0,0,-0.136226257,-0.302610677,0,0,0.018477017,Low Risk
1143-NMNQJ,0,0,0,0,-1.239504076,0,2,1,1,0,0,0.694784827,-0.932449902,1,1,0.98005337,High Risk
6845-RGTYS,0,0,1,0,0.593974182,0,2,1,1,2,0,1.128572613,0.992848077,1,1,0.6975062,Medium Risk
3521-HTQTV,1,0,0,0,0.064302685,2,0,0,2,1,1,-1.286345598,-0.574845402,0,0,0.02341753,Low Risk
3207-OYBWH,1,1,1,0,1.001413795,0,0,1,1,0,0,1.012231061,1.386982899,1,0,0.24639058,Low Risk
2324-AALNO,0,0,0,0,0.634718143,1,0,0,2,1,1,-1.337868285,-0.476195885,0,0,0.22344436,Low Risk
1222-LRYKO,1,0,0,1,-1.076528231,0,3,0,2,1,1,-1.278035487,-0.926162981,0,0,0.053824954,Low Risk
0015-UOCOJ,0,1,0,0,-1.035784269,0,2,1,0,2,0,-0.551731799,-0.85720538,0,1,0.7635432,High Risk
7465-ZZRVX,1,0,0,0,-1.280248037,0,2,1,1,0,0,0.184544021,-0.976325995,0,1,0.92855185,High Risk
2954-PIBKO,0,0,1,1,1.49034133,2,1,1,0,2,2,-0.021546728,0.869492062,0,0,0.021796944,Low Risk
5006-MXVRN,0,0,0,0,0.268022492,2,1,0,2,1,1,-1.465843992,-0.670980151,0,0,0.005836252,Low Risk
8914-RBTSB,1,0,1,0,-0.057929199,0,2,0,1,0,0,0.964032418,0.324802017,1,1,0.62577546,Medium Risk
5445-PZWGX,1,0,0,0,1.205133601,1,2,0,1,2,2,1.236604054,1.873259723,1,0,0.072756685,Low Risk
8413-YNHNV,1,0,0,0,1.49034133,2,3,0,0,2,2,0.859325022,1.78186774,0,0,0.00258025,Low Risk
3932-CMDTD,0,0,0,0,-1.158016153,1,2,1,1,0,2,1.357931672,-0.811520418,1,0,0.3765671,Medium Risk
0301-KOBTQ,1,0,0,0,-0.017185237,2,0,1,2,1,1,-1.48745028,-0.736275896,0,0,0.006430089,Low Risk
9565-DJPIB,0,0,0,1,-1.158016153,0,3,0,1,0,0,0.824422556,-0.846043337,1,1,0.81708884,High Risk
9591-YVTEB,1,1,0,0,0.919925872,0,2,1,0,2,0,-0.663087285,0.086362252,0,0,0.21803816,Low Risk
3063-QFSZL,0,0,0,0,-1.280248037,0,2,1,0,0,0,-0.312400607,-0.982921748,1,1,0.8628282,High Risk
6917-YACBP,0,1,0,0,1.082901717,0,2,1,1,2,0,0.829408623,1.417799843,0,0,0.1374204,Low Risk
2277-VWCNI,0,1,0,0,-1.158016153,0,3,0,0,0,0,-0.533449556,-0.928015968,0,1,0.89255065,High Risk
9894-QMIMJ,0,0,0,0,-0.383880889,1,0,0,0,0,0,-0.29910443,-0.421532758,0,0,0.040446732,Low Risk
8224-KDLKN,1,0,1,1,1.612573214,2,0,0,2,1,1,-1.322910086,-0.24018265,0,0,0.000448692,Low Risk
2995-YWTCD,0,0,1,1,-0.546856734,2,0,1,2,1,1,-1.32623413,-0.801020156,0,0,0.01629423,Low Risk
8028-PNXHQ,1,0,1,1,1.205133601,2,0,1,2,1,1,-1.347840418,-0.378847871,0,0,0.001165204,Low Risk
4376-KFVRS,1,0,1,1,1.612573214,2,1,1,1,2,2,1.637151396,2.728700158,0,0,0.003937275,Low Risk
8258-GSTJK,1,1,0,0,-1.198760114,0,2,1,1,0,0,0.40559297,-0.902471214,1,1,0.94032794,High Risk
6661-HBGWL,0,1,0,0,0.390254375,0,0,1,1,0,0,1.328015273,0.900088412,1,1,0.87735474,High Risk
1849-RJYIG,0,0,0,0,-0.995040308,0,2,1,0,2,0,-0.159494568,-0.792174347,0,0,0.4228326,Medium Risk
0886-QGENL,0,1,1,0,-0.220905044,0,2,1,1,2,0,1.211673721,0.20786528,1,1,0.67617226,Medium Risk
4415-IJZTP,0,0,0,0,-1.280248037,0,2,1,1,0,0,0.322491861,-0.974495067,1,1,0.9497674,High Risk
5419-CONWX,0,1,0,0,-1.158016153,0,1,1,1,0,0,1.163475078,-0.811983665,1,1,0.92347836,High Risk
6124-ACRHJ,0,0,0,0,-1.280248037,0,3,0,2,1,1,-1.497422413,-0.998650081,0,1,0.8175492,High Risk
0376-YMCJC,1,0,0,0,-0.383880889,0,2,1,1,0,2,0.857662999,-0.150048051,1,1,0.5835533,Medium Risk
9039-RBEEE,1,0,0,0,0.268022492,0,1,1,0,2,2,-0.526801467,-0.17755609,1,0,0.12950294,Low Risk
9369-XFEHK,0,1,1,0,0.023558724,0,0,1,1,0,0,0.525258566,0.164650967,1,0,0.26353517,Low Risk
6345-ULYRW,1,1,1,0,0.471742298,1,3,0,1,0,0,0.784534024,0.718958899,1,0,0.061219692,Low Risk
7180-PISOG,1,0,1,1,-1.280248037,0,2,1,1,0,0,0.322491861,-0.974495067,1,1,0.9326823,High Risk
8069-RHUXK,0,0,1,1,1.408853407,2,1,0,0,2,2,-0.967237342,0.115767396,0,0,0.01204004,Low Risk
5696-JVVQY,0,0,1,1,0.634718143,2,1,1,0,2,0,0.17623391,0.421377953,0,0,0.005372145,Low Risk
0895-LNKRC,1,0,1,1,-1.076528231,1,3,0,2,1,1,-1.507394546,-0.957288756,0,0,0.010373888,Low Risk
2778-OCLGR,1,1,1,0,-0.343136928,0,0,0,0,2,0,-0.854219834,-0.578838149,1,1,0.8042301,High Risk
5702-SKUOB,0,0,1,0,-1.158016153,0,3,0,2,1,1,-1.50240848,-0.966134565,0,0,0.12917061,Low Risk
6260-XLACS,1,0,0,0,-1.158016153,1,3,0,2,1,1,-1.499084435,-0.95539165,0,0,0.012838879,Low Risk
5820-PTRYM,0,1,1,0,0.960669833,1,1,1,0,2,2,0.121387179,0.763562951,0,0,0.023559092,Low Risk
9251-AWQGT,0,0,1,1,0.634718143,2,3,0,2,1,1,-1.489112302,-0.594456185,0,0,0.00571132,Low Risk
1716-LSAMB,1,0,1,1,0.512486259,2,0,0,0,2,2,-0.33733094,0.119296896,0,0,0.003105038,Low Risk
5829-NVSQN,0,0,1,0,-0.383880889,1,0,1,0,2,2,0.131359312,-0.261999371,0,0,0.005963867,Low Risk
5605-XNWEN,1,1,1,0,1.612573214,2,0,1,2,1,1,-1.322910086,-0.212101068,0,0,0.000595178,Low Risk
9986-BONCE,0,0,0,0,-1.158016153,0,0,0,2,1,1,-1.457533881,-0.969642005,1,0,0.47357824,Medium Risk
8849-GYOKR,0,0,1,0,0.879181911,1,0,0,1,2,0,1.387848071,1.535332184,1,0,0.40606192,Medium Risk
7130-YXBRO,1,0,1,0,0.634718143,0,0,1,1,2,0,1.550726244,1.337591962,0,0,0.35618982,Medium Risk
2495-INZWQ,1,0,0,0,-1.158016153,0,2,1,0,0,0,-0.673059418,-0.930464558,1,1,0.8756214,High Risk
7351-KYHQH,0,1,0,0,-1.035784269,0,2,1,0,0,0,0.005045627,-0.789571341,0,0,0.09464766,Low Risk
1376-HHBDV,0,0,0,0,-0.09867316,0,3,1,0,2,0,-0.531787533,-0.329368697,0,0,0.020903809,Low Risk
9465-RWMXL,1,0,1,0,-0.017185237,0,2,1,1,0,0,0.468749812,0.072641322,1,1,0.6932872,Medium Risk
7969-FFOWG,1,0,1,1,1.327365485,2,3,0,2,1,1,-1.492436347,-0.437084616,0,0,0.002212864,Low Risk
2599-CZABP,1,0,1,0,-0.75057654,1,2,0,0,0,0,-0.671397396,-0.724452072,0,0,0.1806365,Low Risk
1757-TCATG,1,0,1,1,0.105046646,1,0,0,2,1,1,-1.48745028,-0.677906794,0,0,0.060165975,Low Risk
7181-BQYBV,0,0,1,1,-1.280248037,0,2,1,1,2,0,1.251562253,-0.962163878,1,1,0.90714073,High Risk
7571-YXDAD,0,0,0,0,-1.239504076,0,1,0,1,0,0,0.335788039,-0.942442798,1,1,0.8766826,High Risk
3807-XHCJH,0,0,1,1,-1.280248037,0,2,0,2,1,1,-1.489112302,-0.998539784,0,1,0.60296255,Medium Risk
9318-NKNFC,1,0,0,0,-1.280248037,0,3,1,2,1,1,-1.527338812,-0.99904715,1,0,0.12530504,Low Risk
9602-WCXPI,1,0,0,0,0.716206066,1,1,0,2,1,1,-1.484126236,-0.571007071,0,0,0.029589169,Low Risk
9050-IKDZA,0,1,0,0,-1.239504076,0,3,0,1,0,0,0.555174965,-0.935648511,0,1,0.8676376,High Risk
8443-ZRDBZ,1,0,0,0,-1.158016153,0,2,1,1,0,0,0.374014548,-0.866668851,1,1,0.89891577,High Risk
8739-WWKDU,1,1,0,0,-0.302392966,0,2,1,1,0,0,0.821098512,-0.038449682,1,1,0.73542756,High Risk
6896-SRVYQ,1,1,0,0,0.471742298,0,2,0,1,0,0,0.300885573,0.370200207,0,1,0.5217919,Medium Risk
2023-VQFDL,1,0,0,0,-0.587600695,0,2,0,2,1,1,-1.522352746,-0.853477346,0,0,0.02940578,Low Risk
6968-GMKPR,0,0,0,0,0.919925872,0,2,1,1,0,0,0.556836987,0.98217134,0,1,0.6220973,Medium Risk
5555-RNPGT,1,0,0,1,-0.913552385,0,1,0,2,1,1,-1.329558174,-0.90858166,0,0,0.045075282,Low Risk
5955-EPOAZ,0,0,0,0,-1.076528231,0,3,1,2,1,1,-1.457533881,-0.959053506,0,0,0.13082857,Low Risk
1448-PWKYE,1,0,1,1,-1.280248037,0,2,0,1,0,0,0.5053143,-0.972068536,1,1,0.94423616,High Risk
3413-CSSTH,1,0,0,0,0.349510414,0,0,1,0,0,0,-0.302428474,-0.020184521,0,0,0.21682332,Low Risk
7018-FPXHH,1,0,1,1,0.960669833,2,0,1,0,2,0,-0.166142656,0.518020068,0,0,0.007369093,Low Risk
2798-NYLMZ,1,0,1,0,1.571829252,2,1,1,1,2,2,1.454328958,2.352720201,0,0,0.37330148,Medium Risk
8194-PEEBY,0,0,1,1,-0.343136928,1,3,0,2,1,1,-1.492436347,-0.771990021,0,0,0.012611399,Low Risk
6048-QBXKL,0,1,0,0,-1.239504076,0,1,1,0,0,0,-0.274174097,-0.955193116,0,1,0.78603,High Risk
5356-CSVSQ,0,0,0,0,-1.198760114,0,2,0,0,0,2,-0.006588528,-0.930508677,0,1,0.82222265,High Risk
3612-YVGSJ,0,0,1,0,1.571829252,2,1,1,2,1,1,-1.341192329,-0.265462692,0,0,0.001400238,Low Risk
9025-ZRPVR,1,0,0,0,-0.954296347,0,3,1,2,1,1,-1.524014768,-0.92547914,1,0,0.11448789,Low Risk
6646-VRFOL,1,1,1,0,0.838437949,0,2,1,1,0,0,1.298098874,1.412770306,1,1,0.7855117,High Risk
1036-GUDCL,1,0,1,1,1.123645678,0,1,1,0,2,2,0.473735879,1.050070091,0,0,0.03440505,Low Risk
0020-INWCK,0,0,1,1,1.571829252,2,1,1,1,0,0,1.028851283,2.01450589,0,0,0.25342554,Low Risk
4824-GUCBY,0,1,0,0,-0.42462485,0,2,0,1,2,0,0.561823053,-0.204005278,0,1,0.5188424,Medium Risk
7666-WKRON,0,0,0,0,0.268022492,2,2,1,1,0,2,0.520272499,0.405120195,1,0,0.027168501,Low Risk
6608-QQLVK,1,0,0,0,-1.280248037,0,2,1,0,0,0,-0.47527878,-0.985083567,1,1,0.91490215,High Risk
4378-BZYFP,1,0,0,0,-0.628344657,1,3,1,2,1,1,-1.472492081,-0.845977159,0,0,0.003395087,Low Risk
4633-MKHYU,0,0,0,0,-0.954296347,0,3,1,1,0,0,0.784534024,-0.659443099,0,1,0.7894901,High Risk
8637-XJIVR,0,0,0,0,-0.832064463,0,2,1,1,2,0,0.470411834,-0.598228338,1,0,0.37296212,Medium Risk
3778-FOAQW,0,0,1,0,-0.343136928,1,3,0,2,1,1,-1.484126236,-0.80580704,0,0,0.004410804,Low Risk
2057-ZBLPD,0,0,1,0,-0.465368811,0,2,1,1,0,0,0.721377182,-0.209387765,1,1,0.75926006,High Risk
0931-MHTEM,0,0,0,0,0.879181911,1,1,1,1,2,0,1.171785189,1.330775616,0,1,0.64074045,Medium Risk
1240-KNSEZ,1,0,0,0,-1.280248037,0,3,1,2,1,1,-1.485788258,-0.998495666,1,1,0.90003115,High Risk
1963-VAUKV,0,0,0,0,-1.280248037,0,3,0,2,1,1,-1.475816125,-0.998363309,1,1,0.50716245,Medium Risk
9227-YBAXE,0,0,1,1,1.327365485,2,0,1,0,2,2,0.588415408,1.293473216,0,0,0.016023304,Low Risk
5049-MUBWG,1,0,0,0,-0.261649005,1,0,0,0,2,2,0.339112083,-0.165423435,0,0,0.04126266,Low Risk
6821-BUXUX,0,0,0,0,-0.791320502,0,2,1,1,2,0,1.058767682,-0.458305733,1,1,0.930632,High Risk
7594-LZNWR,1,1,0,0,0.064302685,0,1,0,1,0,0,0.144655489,-0.003617932,0,0,0.41560727,Medium Risk
2509-TFPJU,1,0,1,0,1.612573214,2,1,0,2,1,1,-1.297979753,-0.184901861,0,0,0.001000166,Low Risk
3908-BLSYF,0,0,0,0,-1.076528231,0,2,0,1,0,0,0.634952029,-0.78785071,1,1,0.84352803,High Risk
4873-ILOLJ,1,0,0,0,-0.343136928,0,2,1,1,0,0,0.849352889,-0.019765393,1,1,0.7200576,High Risk
3594-IVHJZ,0,0,0,0,-1.239504076,0,3,1,2,1,1,-1.474154103,-0.988635126,0,0,0.15776478,Low Risk
6218-KNUBD,1,0,0,0,-1.076528231,0,2,0,0,0,0,-0.177776812,-0.849594896,0,0,0.14022315,Low Risk
5067-WJEUN,1,0,1,1,1.408853407,2,0,1,0,2,0,-0.352289139,0.686002195,0,0,0.002019807,Low Risk
3780-DDGSE,1,1,1,1,0.105046646,0,2,1,0,0,2,0.374014548,0.204666671,0,0,0.09161801,Low Risk
3689-MOZGR,0,0,0,0,-0.139417121,0,2,1,0,0,2,-1.116819337,-0.598735703,0,1,0.7249121,High Risk
4223-BKEOR,0,0,0,1,-0.465368811,1,3,0,0,2,0,0.001721583,-0.41758413,0,0,0.03346483,Low Risk
0064-YIJGF,1,0,1,1,-0.220905044,0,0,1,1,0,0,0.364042415,-0.156312913,0,0,0.27345833,Low Risk
0616-ATFGB,1,1,1,0,-1.280248037,0,2,0,0,0,0,-1.321248063,-0.996311788,1,1,0.95582086,High Risk
3967-KXAPS,1,0,1,0,1.612573214,2,1,0,0,2,2,0.914171753,1.957372113,0,0,0.014902471,Low Risk
5339-TJFEK,1,0,1,1,1.205133601,0,2,1,1,2,0,1.352945606,1.85470779,0,0,0.12230653,Low Risk
0365-BZUWY,1,0,1,0,-0.628344657,0,2,1,1,0,0,1.254886298,-0.238594376,0,1,0.7107225,High Risk
1236-WFCDV,1,1,0,0,-0.75057654,0,1,0,1,0,0,0.852676933,-0.448776084,1,1,0.74751973,High Risk
0330-IVZHA,0,0,1,0,-1.117272192,0,2,0,1,0,0,0.171247844,-0.861705492,1,1,0.7841792,High Risk
6910-HADCM,0,0,0,0,-1.280248037,0,2,0,1,0,0,0.383986681,-0.973678871,1,1,0.9661605,High Risk
3094-JOJAI,1,0,0,0,-0.587600695,0,3,0,1,0,0,0.310857706,-0.395436519,0,0,0.3207882,Medium Risk
3594-UVONA,0,0,0,0,0.105046646,1,1,1,0,2,2,0.703094938,0.364773602,1,0,0.22066903,Low Risk
2138-VFAPZ,0,0,1,1,-0.75057654,2,3,1,2,1,1,-1.499084435,-0.891044458,0,0,0.009851782,Low Risk
4641-FROLU,0,0,1,1,-0.09867316,2,3,0,2,1,1,-1.512380613,-0.741371611,0,0,0.006866355,Low Risk
7018-WBJNK,1,0,0,1,-0.791320502,0,1,1,1,0,0,0.448805546,-0.551197754,0,0,0.49764886,Medium Risk
0083-PIVIK,1,0,0,0,1.286621523,1,2,0,0,2,2,0.546864854,1.448969738,0,0,0.1248608,Low Risk
1429-UYJSV,0,0,0,0,-0.832064463,1,3,0,2,1,1,-1.499084435,-0.892257724,0,0,0.003848188,Low Risk
7115-IRDHS,0,0,1,0,1.612573214,2,0,0,2,1,1,-1.334544241,-0.199968413,0,0,0.000459256,Low Risk
3164-YAXFY,1,0,0,0,1.001413795,0,2,1,0,2,0,-0.367247339,0.402671605,0,0,0.20568152,Low Risk
0916-KNFAJ,1,0,1,0,1.16438964,2,3,1,0,2,0,0.169585822,0.857403525,0,0,0.002726738,Low Risk
3244-CQPHU,0,1,0,0,1.612573214,2,0,1,1,2,2,1.505851645,2.410383402,0,0,0.011760163,Low Risk
6445-TNRXS,1,0,1,1,1.449597369,2,0,1,1,2,2,1.658757685,2.455891889,0,0,0.3018013,Medium Risk
3211-ILJTT,1,0,1,0,-0.628344657,0,0,1,1,0,0,0.186206043,-0.471739892,1,0,0.4215747,Medium Risk
3890-RTCMS,1,0,0,0,-0.669088618,0,3,1,0,0,2,-0.510181245,-0.654854749,0,0,0.4677448,Medium Risk
3724-BSCVH,1,0,1,1,-0.913552385,1,3,0,2,1,1,-1.474154103,-0.900419692,0,0,0.001704804,Low Risk
1768-ZAIFU,0,1,0,0,-1.280248037,0,2,1,0,0,0,-1.316261997,-0.996245609,1,1,0.95408094,High Risk
7432-FFVAR,0,0,1,1,0.553230221,1,0,0,1,0,2,0.869297155,0.861771281,0,0,0.03398073,Low Risk
6682-QJDGB,1,0,0,1,0.308766453,0,3,1,0,2,0,-0.317386674,-0.063575308,1,0,0.039789047,Low Risk
3635-QQRQD,1,0,0,0,1.205133601,2,1,1,2,1,1,-1.48745028,-0.477210616,0,0,0.007890349,Low Risk
7251-XFOIL,0,0,0,0,1.16438964,0,3,0,1,0,0,0.811126379,1.419432237,0,0,0.07540011,Low Risk
3926-CUQZX,1,0,0,0,-1.280248037,0,0,1,0,0,0,-0.654777174,-0.987465979,1,1,0.792008,High Risk
9972-VAFJJ,0,1,1,0,0.838437949,1,2,1,1,0,2,0.970680507,1.141859143,0,0,0.07585247,Low Risk
6542-LWGXJ,1,0,1,0,-1.198760114,0,3,0,0,0,0,-1.322910086,-0.972840614,0,0,0.49270776,Medium Risk
7343-EOBEU,1,0,1,0,-1.198760114,0,3,1,2,1,1,-1.369446706,-0.96807579,0,0,0.35945788,Medium Risk
5899-OUVKV,1,0,0,0,-0.057929199,0,2,1,1,0,0,0.987300729,0.307022162,0,0,0.49869645,Medium Risk
1074-AMIOH,0,0,1,1,0.838437949,0,0,1,1,0,2,1.444356825,1.611128191,0,0,0.3757316,Medium Risk
9152-AMKAK,1,0,0,0,-1.076528231,2,3,1,0,2,2,0.513624411,-0.789681638,0,0,0.001831468,Low Risk
6833-JMZYP,0,0,0,0,-0.709832579,0,1,1,1,0,0,0.970680507,-0.343177864,0,1,0.64478916,Medium Risk
3398-GCPMU,0,1,1,1,1.612573214,2,1,1,0,2,2,0.822760534,1.837788251,0,0,0.009788894,Low Risk
3391-JSQEW,1,0,1,0,0.308766453,0,3,1,0,0,0,-0.486912935,-0.099179137,0,0,0.027963173,Low Risk
7239-HZZCX,1,0,0,0,-1.280248037,0,3,0,2,1,1,-1.497422413,-0.998650081,1,1,0.8270696,High Risk
2908-ZTPNF,0,0,0,0,0.145790608,0,0,1,0,0,2,-0.995491718,-0.448290778,0,0,0.24580203,Low Risk
6979-ZNSFF,0,0,0,0,-0.995040308,0,2,1,1,0,0,0.739659425,-0.671134566,1,1,0.9091939,High Risk
0018-NYROU,0,0,1,0,-1.117272192,0,2,1,1,0,0,0.138007401,-0.85228614,0,1,0.7488566,High Risk
6797-UCJHZ,0,1,1,0,1.368109446,1,1,0,1,0,0,1.323029207,2.001292325,0,0,0.32662326,Medium Risk
2364-UFROM,1,0,0,0,-0.09867316,1,2,0,0,2,2,0.186206043,-0.105245464,0,0,0.11063173,Low Risk
0909-SDHNU,0,0,0,1,-1.035784269,0,3,0,0,2,0,-1.163355957,-0.918265725,0,0,0.12915853,Low Risk
6861-XWTWQ,1,1,1,0,-1.035784269,0,2,1,1,0,0,1.145192835,-0.713775335,1,1,0.98169464,High Risk
1139-WUOAH,1,0,0,0,1.001413795,2,1,0,0,0,2,-0.380543516,0.355927793,0,0,0.028677044,Low Risk
7250-EQKIY,0,0,1,1,-1.280248037,0,3,0,0,0,0,-0.476940802,-0.985105626,1,1,0.88930815,High Risk
7754-IXRMC,0,0,0,0,-1.280248037,0,3,0,0,0,0,-0.646467063,-0.987355682,0,1,0.7363441,High Risk
6284-AHOOQ,1,1,0,0,-0.42462485,0,0,1,1,0,2,0.854338955,-0.164430763,1,0,0.12152429,Low Risk
8821-XNHVZ,0,0,1,1,-1.280248037,0,3,1,1,0,0,0.506976322,-0.972046477,1,1,0.87993383,High Risk
4546-FOKWR,0,0,0,0,-0.669088618,0,1,1,1,0,0,0.330801972,-0.50910847,0,1,0.8652116,High Risk
4979-HPRFL,1,0,1,1,0.960669833,2,0,0,2,1,1,-1.351164462,-0.388708411,0,0,0.002339924,Low Risk
3352-ALMCK,1,0,0,0,0.308766453,0,3,1,1,0,0,1.258210342,0.805100751,0,1,0.64269197,Medium Risk
1045-LTCYT,0,0,1,1,-0.995040308,0,1,0,2,1,1,-1.454209837,-0.945707585,0,0,0.17272127,Low Risk
4489-SNOJF,0,0,1,1,0.105046646,0,2,0,0,2,2,0.247700864,0.12584853,1,0,0.37036365,Medium Risk
4191-XOVOM,1,0,0,0,1.245877562,0,2,0,1,0,2,1.349621561,1.954416157,0,1,0.5219243,Medium Risk
1848-LBZHY,0,0,1,0,-1.035784269,0,0,1,0,2,0,-0.481926868,-0.850697865,0,0,0.35433093,Medium Risk
9092-GDZKO,1,0,0,0,-0.42462485,0,1,1,2,1,1,-1.327896152,-0.789681638,0,0,0.15995607,Low Risk
9761-XUJWD,1,0,0,0,-1.117272192,0,0,1,0,0,2,0.026651915,-0.857403914,0,0,0.11629387,Low Risk
8059-UDZFY,0,1,0,1,0.023558724,0,0,1,1,0,0,1.347959539,0.521373092,0,0,0.38006622,Medium Risk
3378-AJRAO,1,0,1,1,0.471742298,1,2,0,2,1,1,-1.327896152,-0.560175919,0,0,0.06504604,Low Risk
7047-FWEYA,0,0,1,0,0.553230221,1,2,1,1,0,2,1.274830564,1.019738453,0,0,0.34073588,Medium Risk
5268-DSMNQ,0,1,1,0,1.205133601,1,1,1,1,0,0,1.101980258,1.611767912,0,0,0.045298334,Low Risk
9940-RHLFB,0,0,0,0,-1.280248037,0,2,0,1,0,0,0.349084216,-0.974142117,1,1,0.8739725,High Risk
2606-RMDHZ,1,0,0,0,-1.076528231,0,1,1,0,0,0,-1.140087647,-0.91528771,1,1,0.5947977,Medium Risk
0818-OCPZO,1,1,0,0,-0.220905044,0,2,1,1,0,0,0.553512943,-0.071141673,1,1,0.6137293,Medium Risk
5120-ZBLAI,0,0,1,0,0.716206066,1,0,0,0,0,0,0.362380393,0.702767319,0,0,0.059978664,Low Risk
4631-OACRM,1,1,0,0,-0.709832579,0,2,1,1,0,0,0.485370034,-0.497306705,1,1,0.6963621,Medium Risk
8593-WHYHV,1,0,0,0,-1.198760114,0,2,1,1,0,0,0.68148865,-0.890537093,1,1,0.9172601,High Risk
4234-XTNEA,1,0,0,0,-1.239504076,0,2,1,1,0,0,0.503652278,-0.93039838,0,1,0.95066833,High Risk
3234-VKACU,1,0,0,0,-1.239504076,0,2,0,0,0,2,0.182881999,-0.948950313,0,0,0.48697522,Medium Risk
3745-HRPHI,1,0,1,1,1.368109446,2,0,0,0,0,2,-0.33733094,0.59502934,0,0,0.00171443,Low Risk
7554-AKDQF,0,0,1,0,-1.076528231,0,3,0,0,0,0,-0.63649493,-0.864661448,0,0,0.37857607,Medium Risk
3197-ARFOY,0,1,0,0,-0.546856734,0,3,1,1,2,2,1.336325384,-0.121789994,0,0,0.46690086,Medium Risk
9121-PHQSR,1,1,1,0,-0.669088618,0,1,1,1,0,0,0.673178539,-0.393605591,0,1,0.809087,High Risk
1587-FKLZB,1,1,1,1,1.368109446,0,1,1,1,0,0,1.153502945,2.002483531,1,1,0.56195664,Medium Risk
8058-DMYRU,1,1,0,0,0.879181911,0,2,1,1,0,0,0.839380756,1.168484807,0,1,0.7642695,High Risk
1264-FUHCX,0,0,1,0,0.675462104,1,1,1,0,0,2,-0.282484208,0.219402332,0,0,0.12069923,Low Risk
4343-EJVQB,1,0,0,0,-1.035784269,0,3,0,1,2,0,0.317505795,-0.771945902,0,0,0.4884148,Medium Risk
6713-OKOMC,0,0,0,0,-0.913552385,0,3,0,0,2,0,-1.16501798,-0.874169038,0,0,0.2064946,Low Risk
3649-JPUGY,1,0,0,0,1.612573214,2,0,1,0,0,2,0.791182113,1.728859066,0,0,0.00148733,Low Risk
1004-NOZNR,1,1,0,1,0.960669833,1,1,0,1,2,0,0.997272862,1.315179639,0,0,0.0952048,Low Risk
9364-YKUVW,1,0,0,0,-0.709832579,0,3,1,2,1,1,-1.495760391,-0.870860132,0,0,0.35849363,Medium Risk
6194-HBGQN,1,0,0,0,0.756950027,1,1,1,0,2,2,0.54354081,0.813064185,0,0,0.017089667,Low Risk
3229-USWAR,0,0,0,0,0.064302685,1,0,1,0,2,2,0.503652278,0.19588704,0,0,0.048105765,Low Risk
3658-KIBGF,0,0,0,0,-1.280248037,0,2,1,0,2,0,-0.329020829,-0.983142342,1,1,0.6690084,Medium Risk
9643-YBLUR,1,0,1,0,-0.954296347,0,1,1,0,0,0,0.141331445,-0.718848991,0,0,0.45833117,Medium Risk
1845-ZLLIG,1,0,0,0,-1.280248037,0,3,1,0,0,0,-0.486912935,-0.985237982,0,1,0.749531,High Risk
0524-IAVZO,0,0,1,0,-0.09867316,0,2,1,1,0,0,0.671516517,0.150422672,1,1,0.7981141,High Risk
5692-FPTAH,0,0,0,0,-1.280248037,0,3,1,0,0,0,-0.644805041,-0.987333623,1,1,0.7139924,High Risk
6317-YPKDH,0,0,0,0,-1.280248037,0,0,0,0,0,0,-1.158369891,-0.994149969,1,1,0.6134685,Medium Risk
9823-EALYC,1,0,1,1,1.612573214,2,0,1,0,2,2,0.533568677,1.519515613,0,0,0.000995522,Low Risk
9167-APMXZ,0,0,0,0,-0.42462485,0,0,1,1,0,0,0.64326214,-0.203542032,0,1,0.8387583,High Risk
8246-SHFGA,1,0,0,0,-0.628344657,0,1,0,2,1,1,-1.452547815,-0.837263706,0,0,0.35437047,Medium Risk
